	sentence	word_labels
974	Cep canavarları geliyor	O O O
975	Explorer 5.0 için dahiler aranıyor	O O O O O
976	Siberuzay teknolojisi uçuracak	O O O
977	Çitalara cinsel destek	O O O
978	Kopyacı doktor kararlı	O O O
979	Sanal ortamda gerçek para	O O O O
980	Tek tehlike Saddam değil	O O I-PER O
981	Pentagon'a saldırdılar	I-ORG O
982	Taklitçi bilgisayarlar işbaşında Çocuklar müjde : İğnesiz aşı Internet'le ekspres kaset servisi 50 bin Japon Mars'a gidecek Web'de sohbet hayat kurtardı	O O O O O O O O I-ORG O O O O O O I-LOC O O O O O
983	Bir günde iki uydu	O O O O
984	Haydi çocuklar Mars'a	O O I-LOC
985	Uzay Mekiğine kadın komutan	O O O O
986	Teknoloji çağı dedektifleri	O O O
987	Ayda koloni hayal değil	O O O O
988	Hotmail kullanıcılarına sürpriz	O O O
989	Kumarbazlara 14 gözaltı	O O O
990	Hawking Beyaz Saray'da	I-PER I-ORG I-ORG
991	Ayda ne kadar su var	O O O O O
992	24 saat naklen dünya	O O O O
993	Sfenks'e muhteşem makyaj	O O O
994	Bayan Gates yeni eve ısınamadı	O I-PER O O O
995	Ortalığı karıştıran ilan	O O O
996	Güneş gözlüğüne yapışan lens	O O O O
997	Kaptan yerine bilgisayar	O O O
998	Genetikçiler çıldırdı	O O
999	Pul yalamaya son	O O O
1000	Titanic neden battı	O O O
1001	Kürdistan hayali webde	O O O
1002	Internet sapıklarına dikkat	O O O
1003	Dinozor mu , kuş mu	O O O O O
1004	Bilgisayarlar artık konuşuyor	O O O
1005	Kısa kısa	O O
1006	Video'da DVD devri Akıllı beyaz tahtalar	O O O O O O
1007	Cep telefonları	O O
1008	Elektronik ticaret	O O
1009	Network çözümleri	O O
1010	Kim korkar trafikten	O O O
1011	Çevreyi temizleyen mikroplar	O O O
1012	Sahra , İngilizleri solladı Playboy Internet zengini	O O O O I-ORG O O
1013	Arama motorlarına güven olmuyor	O O O O
1014	Jupiter'in tersine halkası	I-LOC O O
1015	Erkek kalbine estrojen	O O O
1016	Özürlü dağcı Everest yolunda	O O I-LOC O
1017	Genetikçiler çıldırdı	O O
1018	Pul yalamaya son	O O O
1019	Internet 5 yaşında	I-ORG O O
1020	Bilgisayardan beyazperdeye	O O
1021	Ozon daha da delinecek Seiko'dan saat bilgisayar	O O O O I-ORG O O
1022	CD - Romlar 40. viteste	O O O O O
1023	Microsoft - Sony ittifakı	I-ORG O I-ORG O
1024	Web'de dutyfree alışveriş imkanı	O O O O
1025	Nuh'un uzaygemisi Columbia	I-PER O O
1026	Daha ne kadar hızlanacak	O O O O
1027	"Internet'in karnesi "" pekiyi """	I-ORG O O O O
1028	Windows 98 25 haziranda	O O O O
1029	Cep telefonuna zorla girdiler	O O O O
1030	Clinton 5 bin kişiyle yatmış	I-PER O O O O
1031	Yüzyılların en sıcağına giriyoruz	O O O O
1032	Yürümeyi uzayda öğrendiler	O O O
1033	2020'de sanal ingiltere	O O I-LOC
1034	NASA memnun	I-ORG O
1035	Çernobil yeniden sahnede	I-LOC O O
1036	Clinton'a destek için 5 bin imza	I-PER O O O O O
1037	Uyanık doktor webde çuvalladı	O O O O
1038	Internet'te özgürlük can yakıyor	I-ORG O O O
1039	Windows 98'i elletmediler	O O O
1040	En uzak galaksi	O O O
1041	""" İki kafadar "" buzağı"	O O O O O
1042	Intel başkanı Türkiye'de	I-ORG O I-LOC
1043	3400 yıllık basketbol sahası	O O O O
1044	Kaptan yerine bilgisayar	O O O
1045	Mac kendini yeniledi	I-ORG O O
1046	4 milyon yıldır ayaktayız	O O O O
1047	Halk Microsoft'un yanında	O I-ORG O
1048	Viagra'ya dikkat	O O
1049	Cumhuriyet de artık İnternet'te	I-ORG O O I-ORG
1050	Kasparov bükemediği eli öpecek	I-PER O O O
1051	Sahte Intel çiplerine dikkat	O I-ORG O O
1052	Mir'e limon götürecek	I-LOC O O
1053	Gülümseyin , bilgisayardasınız	O O O
1054	Microsoft eylülü bekleyecek	I-ORG O O
1055	Sanal teröre savaş açtı	O O O O
1056	Professional-2000 .	O O
1057	Yahoo , Altavista'yı bırakıyor	I-ORG O I-ORG O
1058	Kaptan yerine bilgisayar	O O O
1059	Internet nereye kadar	I-ORG O O
1060	Çevre düşmanı konvektör	O O O
1061	Siber randevu hapisle bitti	O O O O
1062	Bilgisayarsız prezantasyon devri	O O O
1063	Modemsiz Internet	O I-ORG
1064	Kendi CD'nizi yaratın	O O O
1065	Almanlar devrilmeyen tren yapacak	O O O O
1066	Internet'ten kaçamadılar	I-ORG O
1067	Yüksek teknoloji oyuncakları	O O O
1068	Kobiler e - ticaretle tanışacak	O O O O O
1069	Alkol almadan yola çıkmayın	O O O O
1070	Bilgisayarlı telefon klübesi	O O O
1071	Nükleer tesisi soydular	O O O
1072	Testleri protesto ettiler	O O O
1073	Eviniz uzaydan izleniyor	O O O
1074	Neden TerraServer	O O
1075	Hafta sonu yağmurubizim suçumuz Kaptan yerine bilgisayar	O O O O O O O
1076	Windows 98'e hazırlanın	O O O
1077	Genetik yeniden yarattı	O O O
1078	Bilgisayar 50 yaşında	O O O
1079	Dikkat patron seyrediyor	O O O
1080	Uzay istasyonu zora girdi	O O O O
1081	Geleceğin benzini : yakıt pili	O O O O O
1082	Otonuzu bir melek koruyor	O O O O
1083	Evrene açılan pencere	O O O
1084	Japonlar Mars'a gidiyor	O I-LOC O
1085	Dünya kupası cebinizde	O O O
1086	Çocuklara bilgisayar merkezi	O O O
1087	F-16lar insasız savaşa hazırlanıyor	O O O O
1088	Sanal gerçek yıldızlar	O O O
1089	İlk Internet restoranı	O I-ORG O
1090	Paranızı boşa harcamayın	O O O
1091	Dijital terzi	O O
1092	DIŞ HABERLER SERVİSİ	O O O
1093	İran Ordusu , Afganistan sınırında 200 bin askerin katılacağı yeni bir tatbikat yapmaya hazırlanıyor	I-LOC O O I-LOC O O O O O O O O O O
1094	Kara Kuvvetleri Komutanı Tuğgeneral Abdulali Purşasb , kimseye karşı tehdit oluşturmadıklarını , ama her türlü tehdide karşılık vermeye hazır olduklarını söyledi	I-ORG I-ORG O O I-PER I-PER O O O O O O O O O O O O O O O
1095	Purşasb , düzenlediği basın toplantısında , Afganistan sınırında bu ay sonu düzenlenecek Zülfikar 2 tatbikatı için , kara kuvvetlerinin bölgeye 200 bin asker sevkedeceğini belirtti	I-PER O O O O O I-LOC O O O O O O O O O O O O O O O O O O
1096	200 bin kişinin yüzde 70'inin şimdiye kadar bölgeye intikal ettiğini belirten Purşasb , Eylül'ün son haftasında başlayacak bir haftalık tatbikata katılacak birliklerin , daha sonra da bölgede barış ve güvenlik sağlanana kadar yerlerinde kalacaklarını kaydetti	O O O O O O O O O O O I-PER O O O O O O O O O O O O O O O O O O O O O O O
1097	Tuğgeneral Purşasb , ABD , Suudi Arabistan ve Pakistan'ın , İran'ı sükunete davet ettiği bir dönemde tatbikatın yapılmasının bu çağrıya olumsuz bir cevap ve Taliban'a yönelik bir tehdit mi .	O I-PER O I-LOC O I-LOC I-LOC O I-LOC O I-LOC O O O O O O O O O O O O O I-ORG O O O O O
1098	""" sorusuna ,' biz herhangi bir ülkeye tehdit oluşturmuyoruz ."	O O O O O O O O O O
1099	"Eğer herhangi bir ülke bizi tehdit ederse biz karşılık veririz "" dedi"	O O O O O O O O O O O O
1100	Purşasb , Taliban'a saldırıya niyetli misiniz .	I-PER O I-ORG O O O O
1101	Kazandığı yerleri savaşarak değil , hileyle elde etti .	O O O O O O O O O
1102	Eğer bir gün biz onun kulağını çekmek istersek , buna tamamen hazırız .	O O O O O O O O O O O O O
1103	Şimdiye kadar , Taliban'ın , bu cinayetleri işleyenleri yakalamasını ve cezalandırmasını isteyen İran yönetimi ilk kez suçluların iadesini talep ediyor	O O O I-ORG O O O O O O O O I-LOC O O O O O O O
1104	MİLLİYET - BONN	I-ORG O I-LOC
1105	REKLAMLARINDA kullandığı çarpıcı insanlar ve konular nedeniyle geçtiğimiz yıllarda şimşekleri üzerine çeken İtalyan tekstil şirketi Benetton , bu kez Almanya'da özel bir bakım merkezinde eğitim gören özürlü çocukları , yeni reklamlarına konu aldı	O O O O O O O O O O O O O O O I-ORG O O O I-LOC O O O O O O O O O O O O O
1106	nasıl eğitim gördüklerini ortaya koymak , her sağlam insanın , özürlüleri de düşünmesini sağlamak olduğunu vurguladı	O O O O O O O O O O O O O O O O
1107	Merkez yöneticileri de , çekimler sırasında kendilerinin ve özürlü çocukların çok güzel anlar yaşadığını belirtti	O O O O O O O O O O O O O O O
1108	RUSYA krizi , ABD'de Başkan Bill Clinton'un seks skandalı ve başta Brezilya olmak üzere Latin Amerika ülkelerinde devalüasyon spekülasyonları dünya borsalarını geçen hafta bir yukarı bir aşağı yönde hareket ettirdi	I-LOC O O I-LOC O I-PER I-PER O O O O I-LOC O O I-LOC I-LOC O O O O O O O O O O O O O O
1109	Pazartesi günü kapalı olan New York Borsası , ABD Merkez Bankası Başkanı Alan Greenspan'ın önceki hafta faiz indirimine gidilebileceğini açıklamasından olumlu etkilendi	O O O O I-ORG I-ORG I-ORG O I-ORG I-ORG I-ORG O I-PER I-PER O O O O O O O O
1110	Greenspan'ın açıklaması ile borsalar moral buldu	I-PER O O O O O
1111	Dow Jones salı günü sert bir çıkış yaparak 8 , 020 puanın üstüne çıktı	O O O O O O O O O O O O O O
1112	Ancak daha sonra gelen satışlarla endeks hızla düştü ve perşembe günü 7 , 615.54'e kadar indi	O O O O O O O O O O O O O O O O
1113	Dow Jones Cuma günü 7 , 795.50'ye çıkarken , hisselerin haftalık artışı yüzde 2 düzeyinde oldu	O O O O O O O O O O O O O O O O
1114	Tokyo'da sert iniş - çıkışlar	I-LOC O O O O
1115	Tokyo Menkul Kıymetler Borsası'ndaki Nikkei Endeksi ise haftaya yükselişle başladı Nikkei Endeksi yüzde 5.32 artarak haftaya iyi bir başlangıç yaptı	I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O
1116	Hisselerin haftalık değer kabı yüzde 0.9 düzeyinde oldu	O O O O O O O O
1117	Hong Kong Borsası'nda da düşüşler yüzde 3.06 oldu	I-ORG I-ORG I-ORG O O O O O
1118	İMKB'den global düşüş	I-ORG O O
1119	DÜNYA borsalarında yaşanan global kriz , İMKB'yi de etkisi atına aldı	O O O O O O I-ORG O O O O
1120	Hisse senetleri geçen hafta yüzde 11.72 düştü	O O O O O O O
1121	İMKB -100 Endeksi de 309 puanlık düşüşle 2 , 328'e düştü	I-ORG O O O O O O O O O O
1122	İMKB - 100 Endeksi'nin yıl içinde en yüksek düzeye çıktığı 16 Haziran'dan bu yana hisse senetlerin ortalama değer kaybı da yüzde 48 olarak gerçekleşirken , düşüş yılbaşından bu yana yüzde 32 oldu	I-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1123	Rusya krizi , Uzakdoğu'daki belirsizlik , ABD'de Başkan Clinton'un seks skandalı ve latin Amerika'daki devalüasyon beklentileri İMKB'ye olumsuz yansıyor	I-LOC O O I-LOC O O I-LOC O I-PER O O O I-LOC I-LOC O O I-ORG O O
1124	İMKB ile aynı katigoride bulunan borsalardan çıkmaya devam eden yabancılar , borsadan hızlı bir şekilde ayrılıyorlar	I-ORG O O O O O O O O O O O O O O O
1125	Yılbaşına kadar yabancıların İMKB'de ciddi bir alıma girecekleri beklenmiyor	O O O I-ORG O O O O O
1126	Ancak yılbaşından sonraki tavırları ise ülkenin ekonomi ve siyasal konjonktürüne bağlı olacak	O O O O O O O O O O O O
1127	Borsacılar , borsada sert düşüşlerin yaşandığını belirterek , bu düşüşlere fren yaptıracak kurumsal yatırımcıların olmadığını , bu nedenle kurumsal yatırımcılardan vergi alınmaması gerektiğini savundular	O O O O O O O O O O O O O O O O O O O O O O O O
1128	Sarı - Lacivertli takım , 15 günlük aradan sonra lige yine farklı skorla döndü , Karabük karşısında dört golle güldü	O O O O O O O O O O O O O O O I-LOC O O O O
1129	Sahada basmadık yer bırakmayan Balic devrenin skorunu ilan etti	O O O O I-PER O O O O
1130	İkinci 45 dakikada daha rahat görünen Fener , Murat Yakın ve Metin Diyadin'in golleriyle rahatladı	O O O O O O I-LOC O I-PER I-PER O I-PER I-PER O O
1131	Sedat Karabük'ün tek golünü attı	I-PER I-LOC O O O
1132	Hayati 34. dakikada kırmızı kartla oyun dışı kaldı	I-PER O O O O O O O
1133	Analiz	O
1134	Fenerbahçe :	I-ORG O
1135	MURAT : Karşılaşma boyunca pek fazla tehlikeli pozisyonla karşılaşmadı	I-PER O O O O O O O O
1136	MUSTAFA : Savunmada elinden geleni yaptı	I-PER O O O O O
1137	Gol perdesini açarak takımı rahatlattı	O O O O O
1138	SAFFET : Son haftalardaki çıkışını devam ettirdi	I-PER O O O O O O
1139	METİN : Orta alanda yine çok çalıştı	I-PER O O O O O O
1140	Nefis bir gol attı	O O O O
1141	EROL : Sol kulvarda özellikle ilk yarıda bekleneni veremedi	I-PER O O O O O O O O
1142	TAYFUR : Savunmaya yardım etti	I-PER O O O O
1143	Hücum organizasyonlarına katıldı	O O O
1144	MURAT : Ağırlığı daha iyi oynamasını engelliyor	I-PER O O O O O O
1145	Ama bir türlü istediği toplarla buluşamadı	O O O O O O
1146	MOSHOEU : Zaman zaman yaptığı nefis hareketlerle zevk verdi	I-PER O O O O O O O O
1147	BALIC : Yine Fenerbahçe'nin en iyisiydi	I-PER O O I-ORG O O
1148	Şık bir gol atarak klasını konuşturdu	O O O O O O
1149	BOLIÇ : Gün geçtikçe iyiye gidiyor	I-PER O O O O O
1150	Pozisyonları değerlendirememesi şanssızlığıydı	O O O
1151	HÖGH : Oynadığı süre içinde elinden geleni yaptı	I-PER O O O O O O O
1152	SERGİO : Kendini gösterecek zaman bulamadı	I-PER O O O O O
1153	Karabük :	I-LOC O
1154	SEVKİ : Yediği ilk gole kadar pek fazla tehlike görmedi	I-PER O O O O O O O O O
1155	İkinci golde çok hatalıydı	O O O O
1156	İLKAN : Orta alanın sağ tarafında etkili olamadı	I-PER O O O O O O O
1157	TAYFUN : Gereksiz hareketlerle takımının 10 kişi kalmasına neden oldu	I-PER O O O O O O O O O
1158	HAYATİ : Gole kadar direndi , sonra oyun disiplininden koptu	I-PER O O O O O O O O O
1159	SEDAT : Az sayıda kazanılan topları iyi servis yapamadı	I-PER O O O O O O O O
1160	İBRAHİM : Defansın solunda elinden geleni yapmaya çalıstı	I-PER O O O O O O O
1161	SEYİT : Arkadaşlarıyla birlikte o da pek fazla golü düşünmedi	I-PER O O O O O O O O O
1162	ENVER : Kalabalık orta alanda kötüler arasındaki yerini aldı	I-PER O O O O O O O O
1163	ERDOĞAN : Karabükspor'un gol umudu maç boyunca doğru dürüst top alamadı	I-PER O I-ORG O O O O O O O O
1164	GÜRKAN : Defansa dönük oynamasına rağmen varlık gösteremedi	I-PER O O O O O O O
1165	İZZET : İkinci yarıda girdi etkili olamadı	I-PER O O O O O O
1166	ZUBANOVİÇ : Diri Fenerbahçe savunmasının arasında eridi	I-PER O O I-ORG O O O
1167	HAKEMLER : İlhami Kaplan ( ) , Metin Suyabakan ( ) , Bülent Bozdoğan ( )	O O I-PER I-PER O O O I-PER I-PER O O O I-PER I-PER O O
1168	66 ( ) - Tayfun ( ) , Metin ( ) , Murat Yakın ( ) ( Sergio Dk .	O O O O I-PER O O O I-PER O O O I-PER I-PER O O O I-PER O O
1169	57 ( )	O O O
1170	YEDEKLER : Oğuz , Taner , Serkan , Kemalettin	O O I-PER O I-PER O I-PER O I-PER
1171	KARABÜKSPOR : Şevki ( ) - Hayati ( ) , Tahir ( ) , İbrahim ( ) - İlkan ( ) , Seyit ( ) , Sedat ( ) , Enver ( ) , Tayfun ( ) ( İzzet Dk .	I-ORG O I-PER O O O I-PER O O O I-PER O O O I-PER O O O I-PER O O O I-PER O O O I-PER O O O I-PER O O O I-PER O O O I-PER O O
1172	56 ( ) - Erdoğan ( ) ( Zubanoviç Dk .	O O O O I-PER O O O I-PER O O
1173	56 ( ) ( Halim Dk .	O O O O I-PER O O
1174	87 ) , Gürkan ( )	O O O I-PER O O
1175	YEDEKLER : Zafer , Yahya , Serkan , Cihan	O O I-PER O I-PER O I-PER O I-PER
1176	43 ) , Murat Yakın ( Dk .	O O O I-PER I-PER O O O
1177	47 ) , Metin ( Dk .	O O O I-PER O O O
1178	53 ) , Sedat ( Dk .	O O O I-PER O O O
1179	84 ) .	O O O
1180	KIRMIZI KART : Hayati ( Dk .	O O O I-PER O O O
1181	34 ) .	O O O
1182	ANKARA - MİLLİYET	I-LOC O I-ORG
1183	GATA'daki sağlık kontrolünün ardından Evren , sol bacak toplar damarında kısmı tıkanma olduğu tanısıyla hastaneye yatırıldı	I-ORG O O O I-PER O O O O O O O O O O O
1184	GATA Komutanlığı'ndan dün yapılan yazılı açıklamada , Evren'in 10 Eylül'de periyodik sağlık kontrolünü yaptırmak amacıyla hastaneye geldiği belirtildi	I-ORG I-ORG O O O O O I-PER O O O O O O O O O O
1185	"Açıklamada , Evren'in sağlık durumuyla ilgili olarak şöyle denildi : "" Yapılan muayene ve tetkikler sonucu sol bacak toplar damarında kısmi tıkanma tespit edilmiştir ."	O O I-PER O O O O O O O O O O O O O O O O O O O O O O
1186	Genel durumu iyi olan cumhurbaşkanımıza , tıbbi tedaviye başlanmıştır .	O O O O O O O O O O
1187	Hastanemizde belli bir süre istirahat ve tedavi edilecektir .	O O O O O O O O O
1188	""""	O
1189	Konunun uzmanı doktorlar , sol bacak toplar damarının kanı toplayarak kalbe götüren kirli kan damarı olduğunu ifade ederek damardaki kısmi tıkanmanın önemli bir sağlık sorununa neden olmayacağını söyledi	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1190	Doktorlar , kısmi tıkanmanın risk taşımadığını ancak kanın pıhtılaşması halinde damardan kalbe pıhtılaşmış kan atağının mümkün olabileceğini ve bunun sorun yaratabileceğini vurguladı	O O O O O O O O O O O O O O O O O O O O O O
1191	Sol bacak toplar damarındaki tıkanmanın çok ayakta kalanlar ve yaşlılarda sıklıkla görüldüğüne kaydeden doktorlar , Evren'in dinlenerek ve iltihap giderici ilaçlarla sağlığına kavuşabileceğini söyledi	O O O O O O O O O O O O O O O I-PER O O O O O O O O
1192	Çakıcı'nın beş yıl boyunca Belçika'nın Malmedy kentinde ikamet ettiği Vervies'teki Türk Kültür Derneği'nde sorumlu üye olarak çalıştığı iddia edildi	I-PER O O O I-LOC I-LOC O O O I-LOC I-ORG I-ORG I-ORG O O O O O O
1193	BELÇİKA resmi makamlarından güvenilir bir kaynak , bu ülkenin Alaattin Çakıcı'nın iadesini istemeyeceğini iddia etti	I-LOC O O O O O O O O I-PER I-PER O O O O
1194	Kaynak , sorgulamada , adliye görevlilerinin , Çakıcı'nın 25 Aralık 1997'de , Belçika'nın Liege kentinde işlenen Osman Van cinayeti ile ilgili suçlu olup olmadığını araştırdıklarını kaydetti	O O O O O O O I-PER O O O O I-LOC I-LOC O O I-PER I-PER O O O O O O O O
1195	Sorgulama sırasında , Çakıcı'nın , Osman Van'nın cinayetini işlemediğini ya da vur emrini vermediğini söylediğini anlatan kaynak , Belçika adliye görevlilerinin elinde , vur emrini veren kişinin Çakıcı olabileceğine ilişkin bazı ipuçları bulunduğunu , ancak yeterli olmadığını anlattı	O O O I-PER O I-PER I-PER O O O O O O O O O O O I-LOC O O O O O O O O I-PER O O O O O O O O O O
1196	Van'ın öldürüldüğü 25 Aralık'tan iki gün sonra , yani 27 Aralık 1997'de , Çakıcı'nın ortalıktan kaybolduğunu öne süren kaynak , polis yetkililerinin , ailesinin ifadesini aldıklarında nereye gittiği hakkında herhangi bir bilgi edinemediklerini söyledi	I-PER O O O O O O O O O O O O I-PER O O O O O O O O O O O O O O O O O O O O
1197	Kaynak , Çakıcı ile ailesinin , beş yıl boyunca Belçika'nın Malmedy kentinde ikamet ettiğini , Verviers kasabasında , Türk Kültür Derneği adını taşıyan bir derneğin sorumlu üyesi olarak görev yaptığını iddia etti	O O I-PER O O O O O O I-LOC I-LOC O O O O I-LOC O O I-ORG I-ORG I-ORG O O O O O O O O O O O
1198	Kaynak , Çakıcı'nın Belçika'da oturma izni bulunduğunu ve Verviers'te geniş çevresi olduğunu söyledi	O O I-PER I-LOC O O O O I-LOC O O O O
1199	Bu gerginliğin , Belçika'nın , Çakıcı'nın iadesini istemekten vazgeçmesinde etkili olabileceği bildiriliyor	O O O I-LOC O I-PER O O O O O O
1200	CHP lideri ,' Başbakan bana söz verdiği için iki seçimi bir arada yapıyorsa , ona imkan veriyorum iki seçimi ayirmak için bildiği gibi davransın' dedi	I-ORG O O O O O O O O O O O O O O O O O O O O O O O O
1201	Yusuf ÖZKAN , Enis YILDIRIM - ARTVİN	I-PER I-PER O I-PER I-PER O I-LOC
1202	"CHP Lideri Deniz Baykal , Başbakan Mesut Yılmaz'ın iki seçimin bir arada yapılacağına yönelik açıklamasıyla ilgili olarak "" Bana söz verdiği için böyle yapıyorsa , Başbakan'ı azat ettim ."	I-ORG O I-PER I-PER O O I-PER I-PER O O O O O O O O O O O O O O O O O O O O O
1203	Nasıl biliyorsa öyle yapsın .	O O O O O
1204	Yanlış olacağına inanıyor , fakat verdiği sözden dönemiyorsa , o imkanı veriyorum .	O O O O O O O O O O O O O
1205	"İki seçimi ayırmak için bildiği gibi davransın "" dedi"	O O O O O O O O O
1206	Artvin'de halka seslenen Baykal , konuşmasının büyük bölümünü 12 Eylül darbesine ayırdı	I-LOC O O I-PER O O O O O O O O
1207	"Darbenin ardından Türkiye için iyi niyetle çaba harcayan insanların büyük sıkıntı yaşadıklarını vurgulayan Baykal şöyle konuştu : "" Bir kuşak ağır bedel ödedi ."	O O I-LOC O O O O O O O O O O I-PER O O O O O O O O O O
1208	Bir kayıp kuşak oluştu .	O O O O O
1209	Artvin de bu bedelin en ağır ödendiği illerin başında geliyor .	I-LOC O O O O O O O O O O
1210	Bir daha böyle olmasın .	O O O O O
1211	Bundan sonra 12 Eylül acının yıldönümü olmaktan çıkıp bir sevinç yıldönümüne dönüşsün .	O O O O O O O O O O O O O
1212	""""	O
1213	"12 Eylül'den beklenenlerle ortaya çıkan sonucun muhasebesinin yapılmasının zamanının geldiğini belirten Baykal şunları söyledi : "" Bu muhasebe yapılsın ki , bu kestirme çözümler Türkiye'yi ne zorluklara bırakıyor , görülsün ."	O O O O O O O O O O O I-PER O O O O O O O O O O O O I-LOC O O O O O O
1214	12 Eylül'ü yapanlar sanıyorlar mı ki , Türkiye siyasetini yeniden kesintiye uğratarak , anayasayı değiştirerek , kişisel hak ve özgürlükleri daraltarak , demokrasiyi daha istikrara oturtmak mümkün .	O O O O O O O I-LOC O O O O O O O O O O O O O O O O O O O O
1215	Yeni siyaset icat ettiler .	O O O O O
1216	Ne oldu .	O O O
1217	Hani istikrar .	O O O
1218	18 yıl geçti .	O O O O
1219	İstikrar için şimdi Anayasa'yı değiştirelim diyorlar .	O O O O O O O
1220	Bu Anayasa'yı siz getirip dayatmadınız mı .	O O O O O O O
1221	""""	O
1222	"Siyasette kestirme yol olmayacağını vurgulayan Baykal şöyle devam etti : "" Çıkış yolu demokrasiyi askıya almak değil , kesinti yapmak da değil ."	O O O O O I-PER O O O O O O O O O O O O O O O O O
1223	Rejim değiştirmek , hatta parti değiştirmek de değil .	O O O O O O O O O
1224	Çıkış yolu zihniyet , anlayış değişikliğidir .	O O O O O O O
1225	Türkiye'nin bir kurtarıcıya gereksinimi yoktur , Türkiye'yi kurtaracak olan halkın ta kendisidir .	I-LOC O O O O O I-LOC O O O O O O
1226	""""	O
1227	"Baykal , DTP Lideri Hüsamettin Cindoruk'un seslendirdiği Cumhurbaşkanı Süleyman Demirel'in yarı başkanlık sistemiyle devletin başına geçmesi önerisini ise şöyle değerlendirdi : "" 12 Eylül'ün elleri bağlı Zincirbozan'a gönderdiği bir kişi , devletin başına geçsin , istikrarı sağlasın , deniyor ."	I-PER O I-ORG O I-PER I-PER O O I-PER I-PER O O O O O O O O O O O O O O O O I-LOC O O O O O O O O O O O O O
1228	Şu 12 Eylül'ün düştüğü durumlara bakın .	O O O O O O O
1229	Kendi kendini inkar eder hale geldi .	O O O O O O O
1230	""""	O
1231	Yolsuzlukların , ekonomik sıkıntıların sağ partilerin ürünü olduğunu söyleyen Baykal , İSKİ eski Genel Müdürü Ergun Göknel'i kastederek ,' Bizim içimizde yolsuzluğa karışan biri çıktı .	O O O O O O O O O I-PER O I-ORG O O O I-PER I-PER O O O O O O O O O
1232	"Kendimiz tuttuk , cezasını çektik "" dedi"	O O O O O O O
1233	Otobüse saldırı	O O
1234	Baykal'ın Kars mitingi öncesi anons amacıyla kente gönderilen parti otobüslerinden birine Çevik Kuvvet bahçesinde MHP yazısı yazılırken bu partinin simgesi olan üç hilal çizildi	I-PER I-LOC O O O O O O O O O I-ORG I-ORG O I-ORG O O O O O O O O O
1235	Olay sırasında nöbette bulunan yedi polis memuru açığa alınırken , CHP otobüsünün anons yapmasına izin vermeyen Akkaya İlçe Emniyet Müdürü'nün de merkeze alındığı öğrenildi	O O O O O O O O O O I-ORG O O O O O I-LOC O O O O O O O
1236	DIŞ HABERLER SERVİSİ	O O O
1237	RUSYA'da 3 hafta süren ve tüm Dünyanın yüreğini ağzına getiren siyasal krizin çözüme ulaşmış olması herkese rahat soluk aldırdı ve yeni Başkanı Yevgeni Primakov , önceki gece belirlediği yeni çalışma arkadaşlarıyla görev başı yaptı	I-LOC O O O O O O O O O O O O O O O O O O O O O I-PER I-PER O O O O O O O O O O
1238	Bu arada çözümden memnuniyet duyduğu belirten Batılı başkentlerin önde gelenlerinden biri Ankara oldu	O O O O O O O O O O O O O
1239	Türk hükümeti Rusya'da Yevgeni Primakov'un başbakanlık görevine getirilmesi ile bu ülkenin sürüklendiği krizin siyasi boyutunun çözüm yoluna girmiş olmasından memnuniyet duyduğunu ifade etti	O O I-LOC I-PER I-PER O O O O O O O O O O O O O O O O O O
1240	Almanya , yeni Başbakan Primakov'u desteklediğini açıklarken , Başbakan Helmut Kohl ise Moskova'nın reformlardan geri dönmesi halinde Soğuk Savaş dönemindeki gibi bir gelişmenin olabileceği endişesini dile getirdi	I-LOC O O O I-PER O O O O I-PER I-PER O I-LOC O O O O O O O O O O O O O O
1241	Primakov'un başbakanlığı Çin , İtalya , Fransa , Danimarka , İngiltere tarafından da memnuniyetle karşılandı	I-PER O I-LOC O I-LOC O I-LOC O I-LOC O I-LOC O O O O
1242	Rusya'nın komşuları ve BDT içinde yer alan Ukrayna , Azerbaycan , Ermenistan , Gürcistan da yayınladıkları açıklamalarla Primakov'un başbakanlığını kutladılar	I-LOC O O I-LOC O O O I-LOC O I-LOC O I-LOC O I-LOC O O O I-PER O O
1243	Yevgeni Primakov'un İgor İvanov'u Dışişleri Bakanlığı'na atanması Devlet Başkanı Boris Yeltsin tarafından onaylandı	I-PER I-PER I-PER I-PER O O O O O I-PER I-PER O O
1244	Bu atama , yeni yönetimir ekonomik sorunlarının , bir komüniste emanet edildiğinin işareti sayılıyor	O O O O O O O O O O O O O O
1245	korumuş oldular	O O
1246	Öte yandan Duma da , Merkez Bankası Başkanlığı'na Viktor Geraşçenko'nun atanmasını onayladı	O O I-ORG O O I-ORG I-ORG I-ORG I-PER I-PER O O
1247	Geraşçenko , komünist muhalefetin de desteği ile Devlet Başkanı Boris Yeltsin tarafından Duma'ya önerilmişti	I-PER O O O O O O O O I-PER I-PER O I-ORG O
1248	Stern , Birgen Air kazasıyla hedef alınan ve yıpratılmak istenen Ögers Tours'un sahibi Vural Öger'i övdü	I-ORG O I-ORG I-ORG O O O O O O I-ORG I-ORG O I-PER I-PER O
1249	MİLLİYET - BONN	I-ORG O I-LOC
